Data from HDX013801__5__12-13-50-703.txt Node

Date: Tue Sep 20 12:13:50 CEST 2022
User: Mapthz02
Spectrometer: HDX01380
Trigger mode: 0
Integration Time (sec): 4,000000E-2
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
193,877	1942
194,251	1256
194,625	1338
194,999	1325
195,373	1373
195,747	1396
196,121	1399
196,495	1414
196,869	1387
197,242	1395
197,616	1397
197,989	1390
198,362	1396
198,736	1413
199,109	1385
199,482	1393
199,855	1391
200,228	1404
200,601	1394
200,973	1384
201,346	1394
201,719	1410
202,091	1412
202,463	1412
202,836	1400
203,208	1402
203,58	1393
203,952	1397
204,324	1397
204,696	1390
205,068	1416
205,439	1404
205,811	1404
206,182	1394
206,554	1406
206,925	1396
207,296	1412
207,668	1406
208,039	1404
208,41	1400
208,781	1409
209,151	1397
209,522	1414
209,893	1412
210,263	1405
210,634	1436
211,004	1394
211,375	1404
211,745	1411
212,115	1400
212,485	1432
212,855	1399
213,225	1425
213,595	1395
213,964	1411
214,334	1388
214,703	1415
215,073	1396
215,442	1406
215,811	1405
216,181	1397
216,55	1400
216,919	1396
217,288	1397
217,657	1391
218,025	1409
218,394	1406
218,763	1393
219,131	1411
219,499	1397
219,868	1411
220,236	1424
220,604	1406
220,972	1397
221,34	1405
221,708	1403
222,076	1406
222,444	1396
222,811	1399
223,179	1389
223,546	1418
223,914	1401
224,281	1418
224,648	1406
225,015	1383
225,382	1412
225,749	1404
226,116	1397
226,483	1407
226,85	1405
227,216	1406
227,583	1399
227,949	1396
228,315	1399
228,682	1388
229,048	1408
229,414	1397
229,78	1419
230,146	1396
230,512	1405
230,877	1398
231,243	1391
231,609	1423
231,974	1388
232,34	1401
232,705	1395
233,07	1398
233,435	1404
233,8	1401
234,165	1404
234,53	1393
234,895	1410
235,26	1397
235,624	1399
235,989	1400
236,353	1389
236,718	1393
237,082	1401
237,446	1393
237,81	1382
238,175	1401
238,538	1398
238,902	1389
239,266	1389
239,63	1410
239,993	1422
240,357	1399
240,72	1403
241,084	1401
241,447	1400
241,81	1395
242,173	1403
242,536	1405
242,899	1415
243,262	1399
243,625	1407
243,988	1397
244,35	1391
244,713	1400
245,075	1411
245,438	1396
245,8	1397
246,162	1419
246,524	1409
246,886	1395
247,248	1405
247,61	1396
247,972	1412
248,333	1418
248,695	1396
249,056	1399
249,418	1410
249,779	1410
250,14	1403
250,502	1404
250,863	1398
251,224	1398
251,585	1412
251,945	1404
252,306	1397
252,667	1398
253,027	1424
253,388	1403
253,748	1401
254,109	1391
254,469	1402
254,829	1389
255,189	1397
255,549	1417
255,909	1412
256,269	1395
256,628	1414
256,988	1429
257,348	1404
257,707	1413
258,066	1402
258,426	1427
258,785	1408
259,144	1432
259,503	1404
259,862	1405
260,221	1400
260,58	1411
260,939	1403
261,297	1384
261,656	1397
262,014	1399
262,373	1393
262,731	1416
263,089	1407
263,447	1397
263,805	1428
264,163	1406
264,521	1401
264,879	1384
265,237	1406
265,594	1401
265,952	1410
266,309	1380
266,667	1404
267,024	1389
267,381	1396
267,738	1404
268,095	1391
268,452	1412
268,809	1392
269,166	1416
269,523	1404
269,879	1384
270,236	1402
270,592	1408
270,949	1400
271,305	1412
271,661	1393
272,017	1397
272,373	1395
272,729	1400
273,085	1396
273,441	1391
273,797	1402
274,152	1403
274,508	1399
274,863	1395
275,219	1388
275,574	1403
275,929	1389
276,284	1396
276,639	1396
276,994	1403
277,349	1396
277,704	1394
278,059	1423
278,413	1406
278,768	1395
279,122	1397
279,477	1408
279,831	1388
280,185	1411
280,539	1410
280,893	1403
281,247	1392
281,601	1385
281,955	1398
282,309	1414
282,662	1423
283,016	1402
283,369	1403
283,723	1400
284,076	1409
284,429	1391
284,782	1406
285,135	1416
285,488	1404
285,841	1385
286,194	1410
286,547	1399
286,899	1407
287,252	1397
287,605	1399
287,957	1406
288,309	1409
288,661	1386
289,014	1401
289,366	1414
289,718	1421
290,07	1407
290,421	1402
290,773	1402
291,125	1396
291,476	1399
291,828	1423
292,179	1397
292,53	1409
292,882	1403
293,233	1414
293,584	1387
293,935	1401
294,286	1405
294,637	1411
294,987	1416
295,338	1411
295,689	1405
296,039	1405
296,39	1399
296,74	1429
297,09	1386
297,44	1418
297,79	1398
298,14	1425
298,49	1410
298,84	1415
299,19	1413
299,54	1432
299,889	1428
300,239	1432
300,588	1433
300,937	1443
301,287	1422
301,636	1435
301,985	1416
302,334	1432
302,683	1412
303,032	1444
303,381	1419
303,729	1428
304,078	1435
304,426	1447
304,775	1443
305,123	1444
305,472	1450
305,82	1440
306,168	1413
306,516	1412
306,864	1415
307,212	1424
307,56	1415
307,907	1438
308,255	1427
308,602	1419
308,95	1450
309,297	1419
309,645	1427
309,992	1440
310,339	1431
310,686	1414
311,033	1416
311,38	1405
311,727	1427
312,073	1423
312,42	1421
312,767	1408
313,113	1426
313,46	1421
313,806	1421
314,152	1403
314,498	1416
314,844	1411
315,19	1410
315,536	1397
315,882	1404
316,228	1411
316,574	1414
316,919	1400
317,265	1394
317,61	1409
317,955	1426
318,301	1390
318,646	1407
318,991	1418
319,336	1390
319,681	1396
320,026	1417
320,371	1392
320,715	1401
321,06	1408
321,405	1397
321,749	1412
322,093	1404
322,438	1398
322,782	1413
323,126	1412
323,47	1402
323,814	1403
324,158	1392
324,502	1402
324,846	1394
325,189	1392
325,533	1375
325,876	1408
326,22	1404
326,563	1391
326,906	1412
327,25	1397
327,593	1426
327,936	1416
328,279	1408
328,621	1393
328,964	1400
329,307	1401
329,649	1413
329,992	1402
330,334	1394
330,677	1391
331,019	1406
331,361	1403
331,703	1402
332,045	1426
332,387	1411
332,729	1387
333,071	1402
333,413	1386
333,755	1411
334,096	1403
334,438	1411
334,779	1387
335,12	1402
335,462	1409
335,803	1402
336,144	1408
336,485	1409
336,826	1429
337,167	1409
337,507	1391
337,848	1398
338,189	1415
338,529	1420
338,87	1395
339,21	1426
339,55	1406
339,89	1398
340,231	1419
340,571	1400
340,911	1406
341,25	1400
341,59	1403
341,93	1419
342,27	1395
342,609	1393
342,949	1390
343,288	1394
343,627	1410
343,967	1400
344,306	1403
344,645	1387
344,984	1399
345,323	1392
345,662	1405
346	1413
346,339	1410
346,678	1386
347,016	1393
347,355	1403
347,693	1406
348,031	1389
348,37	1382
348,708	1404
349,046	1397
349,384	1392
349,722	1409
350,06	1394
350,397	1413
350,735	1388
351,073	1415
351,41	1393
351,747	1410
352,085	1414
352,422	1403
352,759	1386
353,096	1405
353,433	1414
353,77	1393
354,107	1418
354,444	1412
354,781	1399
355,117	1398
355,454	1405
355,79	1392
356,127	1407
356,463	1426
356,799	1391
357,135	1396
357,471	1375
357,807	1398
358,143	1406
358,479	1392
358,815	1412
359,151	1402
359,486	1417
359,822	1391
360,157	1402
360,493	1413
360,828	1405
361,163	1385
361,498	1397
361,833	1416
362,168	1406
362,503	1400
362,838	1405
363,173	1403
363,507	1402
363,842	1402
364,176	1407
364,511	1415
364,845	1425
365,179	1418
