Data from HDX013801__1__12-08-18-746.txt Node

Date: Tue Sep 20 12:08:18 CEST 2022
User: Mapthz02
Spectrometer: HDX01380
Trigger mode: 0
Integration Time (sec): 4,000000E-2
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
193,877	1938
194,251	1249
194,625	1340
194,999	1323
195,373	1379
195,747	1402
196,121	1407
196,495	1418
196,869	1383
197,242	1387
197,616	1395
197,989	1387
198,362	1397
198,736	1388
199,109	1391
199,482	1397
199,855	1387
200,228	1385
200,601	1402
200,973	1392
201,346	1396
201,719	1390
202,091	1411
202,463	1392
202,836	1380
203,208	1386
203,58	1392
203,952	1404
204,324	1390
204,696	1390
205,068	1397
205,439	1387
205,811	1393
206,182	1408
206,554	1393
206,925	1387
207,296	1402
207,668	1413
208,039	1410
208,41	1405
208,781	1402
209,151	1411
209,522	1396
209,893	1394
210,263	1390
210,634	1408
211,004	1399
211,375	1403
211,745	1412
212,115	1409
212,485	1414
212,855	1384
213,225	1408
213,595	1401
213,964	1414
214,334	1379
214,703	1418
215,073	1398
215,442	1401
215,811	1405
216,181	1393
216,55	1414
216,919	1393
217,288	1411
217,657	1399
218,025	1414
218,394	1403
218,763	1398
219,131	1406
219,499	1411
219,868	1382
220,236	1408
220,604	1397
220,972	1404
221,34	1403
221,708	1405
222,076	1412
222,444	1388
222,811	1401
223,179	1393
223,546	1423
223,914	1392
224,281	1421
224,648	1412
225,015	1382
225,382	1388
225,749	1411
226,116	1388
226,483	1398
226,85	1398
227,216	1402
227,583	1405
227,949	1395
228,315	1407
228,682	1400
229,048	1402
229,414	1397
229,78	1397
230,146	1411
230,512	1419
230,877	1414
231,243	1384
231,609	1407
231,974	1422
232,34	1390
232,705	1411
233,07	1405
233,435	1394
233,8	1400
234,165	1383
234,53	1407
234,895	1412
235,26	1405
235,624	1399
235,989	1412
236,353	1396
236,718	1395
237,082	1401
237,446	1394
237,81	1389
238,175	1396
238,538	1405
238,902	1402
239,266	1394
239,63	1425
239,993	1407
240,357	1410
240,72	1418
241,084	1395
241,447	1403
241,81	1383
242,173	1405
242,536	1435
242,899	1398
243,262	1406
243,625	1399
243,988	1398
244,35	1396
244,713	1412
245,075	1416
245,438	1411
245,8	1397
246,162	1398
246,524	1398
246,886	1397
247,248	1401
247,61	1384
247,972	1416
248,333	1412
248,695	1415
249,056	1407
249,418	1407
249,779	1397
250,14	1400
250,502	1396
250,863	1403
251,224	1392
251,585	1398
251,945	1420
