220	0.000105859854	1.0	1.0
225	0.000102033795	1.0	1.0
230	0.000112782942	1.0	1.0
235	0.0001694155	1.0	1.0
240	0.000296250249	1.0	1.0
245	0.000545178921	1.0	1.0
250	0.000916402939	1.0	1.0
255	0.00133845049	1.0	1.0
260	0.0018632599700000002	1.0	1.0
265	0.00312555608	1.0	1.0
270	0.004465958230000001	1.0	1.0
275	0.00419871003	1.0	1.0
280	0.0108379081	1.0	1.0
285	0.0150107417	1.0	1.0
290	0.0127508083	1.0	1.0
295	0.0124191338	1.0	1.0
300	0.018975013500000002	1.0	1.0
305	0.0214328393	1.0	1.0
310	0.0254738006	1.0	1.0
315	0.0289714881	1.0	1.0
320	0.031230392800000003	1.0	1.0
325	0.032376508899999996	1.0	1.0
330	0.0328800306	1.0	1.0
335	0.033418320499999994	1.0	1.0
340	0.0345044464	1.0	1.0
345	0.0343123756	1.0	1.0
350	0.0347507739	1.0	1.0
355	0.034910674	1.0	1.0
360	0.0346994311	1.0	1.0
365	0.0343446918	1.0	1.0
370	0.0334064825	1.0	1.0
375	0.0204854623	1.0	1.0
